Original,Character,Dialogue,Wordcount
"Barret: Your fears... Your worries... Your concerns... And yes, your fees... Whatever your problem, I got you.",Barret,"Your fears... Your worries... Your concerns... And yes, your fees... Whatever your problem, I got you.",16
"Biggs: So, what's our next move, boss?",Biggs,"So, what's our next move, boss?",6
Barret: That's easy enough! We get our asses home!,Barret,That's easy enough! We get our asses home!,8
Barret: We'll split up and shoot for the last train home. Regroup in the freight car. Got it?,Barret,We'll split up and shoot for the last train home. Regroup in the freight car. Got it?,17
Wedge: Later then!,Wedge,Later then!,2
Cloud: Hey. I'd like my money now.,Cloud,Hey. I'd like my money now.,6
Barret: You can have itonce we'reback at base.,Barret,You can have it—once we're back at base.,7
Jessie: Yoo-hoo.,Jessie,Yoo-hoo.,1
"Jessie: I don't need to tell you what this is, right?",Jessie,"I don't need to tell you what this is, right?",10
Cloud: Of course not. It's healing materia.,Cloud,Of course not. It's healing materia.,6
Jessie: You can have it. For saving my life.,Jessie,You can have it. For saving my life.,8
Cloud: Just doing my job. Nothing more.,Cloud,Just doing my job. Nothing more.,6
"Jessie: Yeah, yeah... Fact is, I'm lucky you were there.",Jessie,"Yeah, yeah... Fact is, I'm lucky you were there.",9
Cloud: Survival can be a matter of luck or skill. And you can't rely on luck.,Cloud,Survival can be a matter of luck or skill. And you can't rely on luck.,15
Jessie: Words to live by!,Jessie,Words to live by!,4
"Cloud: Yeah, well...thanks.",Cloud,"Yeah, well...thanks.",2
"Jessie: You do know how to use it, right?",Jessie,"You do know how to use it, right?",8
"Cloud: You do know what I was, right?",Cloud,"You do know what I was, right?",7
Jessie: Okay! I was only trying to help.,Jessie,Okay! I was only trying to help.,7
"Jessie: Ohbefore I forget, here's a little something extra, for being so brave. That really was the ride of a lifetime... Well, see you on the train!",Jessie,"Oh—before I forget, here's a little something extra, for being so brave. That really was the ride of a lifetime... Well, see you on the train!",26
Jessie: Cloud! Up here! Look up! I said lookup!,Jessie,Cloud! Up here! Look up! I said look up!,8
Jessie: I said lookup!,Jessie,I said look up!,3
"Jessie: I give up. If you ever get up here, just be careful you don't fall, okay?",Jessie,"I give up. If you ever get up here, just be careful you don't fall, okay?",16
"Jessie: Careful up here! This could collapse at any moment! If you want up, you'll have to use those stairs!",Jessie,"Careful up here! This could collapse at any moment! If you want up, you'll have to use those stairs!",19
Cloud: Station's intact.,Cloud,Station's intact.,2
Cloud: What the...?,Cloud,What the...?,2
Cloud: How...!?,Cloud,How...!?,1
Cloud: He couldn't be... But then...,Cloud,He couldn't be... But then...,5
Cloud: The hell...?,Cloud,The hell...?,2
Cloud: Wait...,Cloud,Wait...,1
Cloud: You're not real... You're... ...dead!,Cloud,You're not real... You're... ...dead!,5
Sephiroth: I am?,Sephiroth,I am?,2
Cloud: I killed you with my own,Cloud,I killed you with my own—,6
"Sephiroth: Oh, you need not remind me. It was the crowning moment of our time together. But that was then, and this is now. I have a favor to ask.",Sephiroth,"Oh, you need not remind me. It was the crowning moment of our time together. But that was then, and this is now. I have a favor to ask.",29
Sephiroth: Our beloved planet is dying. Slowly. Silently. Painfully. Can you bear to see the planet suffer... Cloud?,Sephiroth,Our beloved planet is dying. Slowly. Silently. Painfully. Can you bear to see the planet suffer... Cloud?,17
Cloud: Mom... Mom...,Cloud,Mom... Mom...,2
"Sephiroth: Were the planet to die, so many things would be lost. Your hometown that burns so bright... The sound of her voice pleading for me to spare you. The shiver of her flesh yielding to cold steel.",Sephiroth,"Were the planet to die, so many things would be lost. Your hometown that burns so bright... The sound of her voice pleading for me to spare you. The shiver of her flesh yielding to cold steel.",37
Sephiroth: That which binds us together would be no more. And I would be loath to live in such a world. Which is why I must ask you this one favor. Don't worry. It's a simple thing.,Sephiroth,That which binds us together would be no more. And I would be loath to live in such a world. Which is why I must ask you this one favor. Don't worry. It's a simple thing.,36
"Sephiroth: Run, Cloud... Run away. You have to leave... You have to live.",Sephiroth,"Run, Cloud... Run away. You have to leave... You have to live.",12
Cloud: You bastard!,Cloud,You bastard!,2
"Cloud: I'm seeing things. Fumes from all the mako, maybe. All right. You got this.",Cloud,"I'm seeing things. Fumes from all the mako, maybe. All right. You got this.",14
Topside Resident (1): Shooting for the station? Take the alley and climb up to the roof of that building at the end and you're practically there.,TopsideResident1,Shooting for the station? Take the alley and climb up to the roof of that building at the end and you're practically there.,23
Topside Resident (2): If you make it that far...,Topside Resident ,If you make it that far...,6
"Topside Resident (2): Sure, we could try the alley, but is getting to the station really worth breaking our necks over?",TopsideResident2,"Sure, we could try the alley, but is getting to the station really worth breaking our necks over?",18
"Topside Resident (1): Yes, because we won't.",Topside Resident ,"Yes, because we won't.",4
Cloud: Man... What a mess.,Cloud,Man... What a mess.,4
On-screen: Loveless Street,On-screen,Loveless Street,2
Security Officer: Don't let the intruder escape!,SecurityOfficer,Don't let the intruder escape!,5
Cloud: Security's everywhere...,Cloud,Security's everywhere...,2
Security Officer: He must be close.,SecurityOfficer,He must be close.,4
Cloud: No need to make it harder for yourself.,Cloud,No need to make it harder for yourself.,8
Sephiroth: You are too weak to save anyone. Not even yourself.,Sephiroth,You are too weak to save anyone. Not even yourself.,10
Flower Peddler: Hey... Are you okay?,Flower Peddler,Hey... Are you okay?,4
Cloud: I'm fine.,Cloud,I'm fine.,2
Flower Peddler: Here. This is for you.,Flower Peddler,Here. This is for you.,5
Cloud: A flower?,Cloud,A flower?,2
"Flower Peddler: That's right. It's a gift. You know, for scaring those things away.",Flower Peddler,"That's right. It's a gift. You know, for scaring those things away.",12
Cloud: What things?,Cloud,What things?,2
Flower Peddler: Never mind. Think of it as a memento.,Flower Peddler,Never mind. Think of it as a memento.,8
Cloud: Just my luck...,Cloud,Just my luck...,3
"Flower Peddler: I heard that, you know.",Flower Peddler,"I heard that, you know.",5
On-screen: Here. This is for you.,On-screen,Here. This is for you.,5
Cloud: How much?,Cloud,How much?,2
"Flower Peddler: Well, that depends on the customer. In your case... It's on the house.",Flower Peddler,"Well, that depends on the customer. In your case... It's on the house.",13
Cloud: I'm good.,Cloud,I'm good.,2
"Flower Peddler: Oh, don't be like that. I know you want one. When was the last time you saw a real flower, huh? Plus, it'll make your girlfriend's day. I guarantee it.",Flower Peddler,"Oh, don't be like that. I know you want one. When was the last time you saw a real flower, huh? Plus, it'll make your girlfriend's day. I guarantee it.",30
Cloud: How much?,Cloud,How much?,2
"Flower Peddler: Well, that depends on the customer. In your case... It's on the house.",Flower Peddler,"Well, that depends on the customer. In your case... It's on the house.",13
Cloud: Enough already. I'll give you two gil for it.,Cloud,Enough already. I'll give you two gil for it.,9
Flower Peddler:Two measly gil!? For a real flower? Come on.,Flower Peddler,Two measly gil!? For a real flower? Come on.,8
"Cloud: Five then.Flower Peddler:Please, that's not nearly enough. Besides, I clearly said it was on the",Cloud,"Five then.Flower PeddlerPlease, that's not nearly enough. Besides, I clearly said it was on the—",15
"Flower Peddler: You're trying to get rid of me! For five lousy gil! Sorry, but your plan won't work.",Flower Peddler,"You're trying to get rid of me! For five lousy gil! Sorry, but your plan won't work.",17
Flower Peddler: Lovers used to give these when they were reunited...,Flower Peddler,Lovers used to give these when they were reunited...,9
"Cloud: Look, I'm involved in things. Dangerous things.",Cloud,"Look, I'm involved in things. Dangerous things.",7
"Flower Peddler: Oh, I'm sure you are. So?",Flower Peddler,"Oh, I'm sure you are. So?",6
Cloud: So keep your distance.,Cloud,So keep your distance.,4
Flower Peddler: Waityou think someone's out to get you? Is that what you're all worked up about? Relax. No one's going to attack you. I promise.,Flower Peddler,Wait—you think someone's out to get you? Is that what you're all worked up about? Relax. No one's going to attack you. I promise.,24
"Cloud: Hey, a mako reactor just blew. You shouldn't be out here trying to sell fl",Cloud,"Hey, a mako reactor just blew. You shouldn't be out here trying to sell fl—",15
Flower Peddler: Help me!,Flower Peddler,Help me!,2
Flower Peddler: What are they?,Flower Peddler,What are they?,3
Security Officer: Drop your weapon!,Security Officer,Drop your weapon!,3
Cloud: Are you blind...?,Cloud,Are you blind...?,3
Flower Peddler: You knowyou're right!,Flower Peddler,You know—you're right!,3
Cloud: WhaWait!,Cloud,Wha—Wait!,1
Flower Peddler: Nice meeting you!,Flower Peddler,Nice meeting you!,3
Security Officer: Sword on the ground! Right now!,Security Officer,Sword on the ground! Right now!,6
Captain: That bastard couldn't have gotten far. Stay alert!,Captain,That bastard couldn't have gotten far. Stay alert!,8
Cloud: Don't wanna stick around here.,Cloud,Don't wanna stick around here.,5
Captain: Arrestanyonewho looks suspicious!,Captain,Arrest anyone who looks suspicious!,3
Cloud: Gonna have to find a way around.,Cloud,Gonna have to find a way around.,7
Captain: The suspect is armed and dangerous. Be on your guard!,Captain,The suspect is armed and dangerous. Be on your guard!,10
Cloud: So much for the direct route.,Cloud,So much for the direct route.,6
Security Officer: Hey! You there!,Security Officer,Hey! You there!,3
Security Officer (1): You!,Security Officer ,You!,1
Security Officer (1): There he is! You're not going anywhere!,Security Officer ,There he is! You're not going anywhere!,7
"Security Officer (2): HQ, this is Sector 8 Unit 4. We have eyes on the target! We need backup! I repeat: this is 8-4 requesting immediate backup!",Security Officer ,"HQ, this is Sector 8 Unit 4. We have eyes on the target! We need backup! I repeat this is 8-4 requesting immediate backup!",24
Security Officer: All clear.,Security Officer,All clear.,2
Security Officer (1): Just give it up!,Security Officer ,Just give it up!,4
Security Officer (2): Don't run!,Security Officer ,Don't run!,2
Security Officer (1): Sic 'em!,Security Officer ,Sic 'em!,2
Security Officer (3): Box him in! Box him in!,Security Officer ,Box him in! Box him in!,6
Security Officer (4): There's nowhere to run!,Security Officer ,There's nowhere to run!,4
"Shinra Helicopter: Target sighted. I repeat, target sighted.",Shinra Helicopter,"Target sighted. I repeat, target sighted.",6
"Shinra Helicopter: Shock troopers, prep for immediate deployment!",Shinra Helicopter,"Shock troopers, prep for immediate deployment!",6
Shinra Helicopter: Troopers on standby!,Shinra Helicopter,Troopers on standby!,3
Shinra Helicopter: You are clear to engage!,Shinra Helicopter,You are clear to engage!,5
Shinra Helicopter: Be advisedtarget is headed for the station!,Shinra Helicopter,Be advised—target is headed for the station!,7
Shinra Helicopter: Enemy combatantyou are surrounded! Lay down your weapon and surrender!,Shinra Helicopter,Enemy combatant—you are surrounded! Lay down your weapon and surrender!,10
Security Officer (5): Don't let him escape!,Security Officer ,Don't let him escape!,4
Security Officer (6): Give up!,Security Officer ,Give up!,2
Shinra Helicopter: Ground forces engaging target in fountain plaza! All nearby units converge and provide immediate support!,Shinra Helicopter,Ground forces engaging target in fountain plaza! All nearby units converge and provide immediate support!,15
Security Officer (7): There's no way out.,Security Officer ,There's no way out.,4
Security Officer (8): Move in!,Security Officer ,Move in!,2
Shinra Helicopter: Requesting immediate reinforcements at fountain plaza!,Shinra Helicopter,Requesting immediate reinforcements at fountain plaza!,6
"Shinra Helicopter: Target still mobile! Support, proceed to rally point at the station.",Shinra Helicopter,"Target still mobile! Support, proceed to rally point at the station.",11
"Cloud: So much for the direct route. Find another way... Use the rooftops, maybe...",Cloud,"So much for the direct route. Find another way... Use the rooftops, maybe...",13
