Original,Character,Dialogue,Wordcount
"Mog:We're on a journey to seal them, kupo.",Mog,"We're on a journey to seal them, kupo.",8
"Mog:You share that destiny with usthe will of the light, kupo!",Mog,"You share that destiny with us—the will of the light, kupo!",11
"Mog:You should join us, kupo!",Mog,"You should join us, kupo!",5
Cecil:You would be better off without me.,Cecil,You would be better off without me.,7
"Y'shtola:I don't blame you for having doubt, but we need your help.",Y'shtola,"I don't blame you for having doubt, but we need your help.",12
Warrior of Light:You possess cosmic potential as a warriora gift which must be used for good.,Warrior of Light,You possess cosmic potential as a warrior—a gift which must be used for good.,14
Cecil:I've walked the path of darkness for too long.,Cecil,I've walked the path of darkness for too long.,9
Cecil:The light you speak of has faded to but a mere shadow of the past.,Cecil,The light you speak of has faded to but a mere shadow of the past.,15
"Mog:You just need to believe in yourself, kupo!",Mog,"You just need to believe in yourself, kupo!",8
Cecil:Forgive me...,Cecil,Forgive me...,2
Cecil:Is everyone all right!?,Cecil,Is everyone all right!?,4
Warrior of Light:It seems we owe you a debt of gratitude.,Warrior of Light,It seems we owe you a debt of gratitude.,9
Cecil:I could scarce stand by and simply watch as the monsters attacked you.,Cecil,I could scarce stand by and simply watch as the monsters attacked you.,13
"Mog:Thanks for watching out for us, kupo!",Mog,"Thanks for watching out for us, kupo!",7
Y'shtola:Indeed. I fear to think what would have happened had you not been here.,Y'shtola,Indeed. I fear to think what would have happened had you not been here.,14
Sazh:You made it all this way alone!? Where'd that self-doubt from earlier go?,Sazh,You made it all this way alone!? Where'd that self-doubt from earlier go?,13
"Cecil:I'm glad I could be of some help. Well, I wish you all the best on your journey.",Cecil,"I'm glad I could be of some help. Well, I wish you all the best on your journey.",18
"Mog:Wait, kupo!",Mog,"Wait, kupo!",2
"Mog:Your power is an important piece to our puzzle. Our journey wouldn't be complete without you, kupo.",Mog,"Your power is an important piece to our puzzle. Our journey wouldn't be complete without you, kupo.",17
"Cecil:I appreciate the offer, but I've walked the path of darkness for too long.",Cecil,"I appreciate the offer, but I've walked the path of darkness for too long.",14
Warrior of Light:Darkness is nothing to fear. For there is no darkness without light.,Warrior of Light,Darkness is nothing to fear. For there is no darkness without light.,12
Cecil:Nothing to fear?,Cecil,Nothing to fear?,3
"Sazh:Don't know anything about all this darkness mumbo jumbo, but you helped us out of a jam. That makes you a good guy in my book.",Sazh,"Don't know anything about all this darkness mumbo jumbo, but you helped us out of a jam. That makes you a good guy in my book.",26
"Warrior of Light:It is as Sazh says. Your sword may be forged of darkness, but the light resides in your heart.",Warrior of Light,"It is as Sazh says. Your sword may be forged of darkness, but the light resides in your heart.",19
Cecil:Do you truly believe I can fight alongside you?,Cecil,Do you truly believe I can fight alongside you?,9
Cloud:That's up to you. What do you want to do?,Cloud,That's up to you. What do you want to do?,10
Cecil:You are right. If this Dark Sword can be used for good...,Cecil,You are right. If this Dark Sword can be used for good...,12
Cecil:Then I shall accompany you on your journey to save the world!,Cecil,Then I shall accompany you on your journey to save the world!,12
"Mog:Hooray, kupo!",Mog,"Hooray, kupo!",2
Cecil:There is no darkness without light...,Cecil,There is no darkness without light...,6
Cecil:Maybe my sword will bear the light one day as well.,Cecil,Maybe my sword will bear the light one day as well.,11
Sazh:The Torsion's on the other side of these ruins right?,Sazh,The Torsion's on the other side of these ruins right?,10
"Mog:Yes. We need to stay vigilant, kupo! The closer we are, the stronger the monsters!",Mog,"Yes. We need to stay vigilant, kupo! The closer we are, the stronger the monsters!",15
"Rem:Be careful, everyone. There's no telling what's out there.",Rem,"Be careful, everyone. There's no telling what's out there.",9
"Zidane:Aw, Remyou're so sweet. Just my kind of girl.",Zidane,"Aw, Rem—you're so sweet. Just my kind of girl.",9
"Rem:Please, Zidane. Now's not the time for jokes.",Rem,"Please, Zidane. Now's not the time for jokes.",8
Zidane:Who's joking?,Zidane,Who's joking?,2
"Sazh:Quit while you're ahead, kid.",Sazh,"Quit while you're ahead, kid.",5
Y'shtola:That man you were with earlierwhat is your relationship with him?,Y'shtola,That man you were with earlier—what is your relationship with him?,11
Sazh:And I guess laying waste to his own planet wasn't enough?,Sazh,And I guess laying waste to his own planet wasn't enough?,11
"Zidane:I have no idea what his motives for coming here are, but I intend to find out.",Zidane,"I have no idea what his motives for coming here are, but I intend to find out.",17
Zidane:This may sound weird but...,Zidane,This may sound weird but...,5
Zidane:I feel like I know these ruins.,Zidane,I feel like I know these ruins.,7
Hope:Yeah... They're familiar somehow.,Hope,Yeah... They're familiar somehow.,4
Cloud:Aren't the two of you from different planets?,Cloud,Aren't the two of you from different planets?,8
"Sazh:That said, these ruins don't look like any we've been to, but they do feel familiar.",Sazh,"That said, these ruins don't look like any we've been to, but they do feel familiar.",16
Zidane:Maybe Mog knows something.,Zidane,Maybe Mog knows something.,4
"Zidane:Mog, you told us these were ancient ruins.",Zidane,"Mog, you told us these were ancient ruins.",8
Zidane:That means this world must have had a civilization that once lived here.,Zidane,That means this world must have had a civilization that once lived here.,13
"Mog:Actually, no, kupo!",Mog,"Actually, no, kupo!",3
Cloud:What do you mean?,Cloud,What do you mean?,4
"Mog:You see, our world was created by the gods in the image of other planets.",Mog,"You see, our world was created by the gods in the image of other planets.",15
"Mog:Each aspect of this place was inspired by your homes, kupo.",Mog,"Each aspect of this place was inspired by your homes, kupo.",11
Mog:That's probably why you recognize certain areas.,Mog,That's probably why you recognize certain areas.,7
Sazh:So the reason why we haven't met any natives of this planet...,Sazh,So the reason why we haven't met any natives of this planet...,12
Sazh:Is because this place is something of an artificial creation?,Sazh,Is because this place is something of an artificial creation?,10
"Mog:Yes, kupo! And that's why it's important for us to stop this world from becoming corrupted.",Mog,"Yes, kupo! And that's why it's important for us to stop this world from becoming corrupted.",16
"Mog:Otherwise, it'll spread to all the other worlds, kupo!",Mog,"Otherwise, it'll spread to all the other worlds, kupo!",9
Zidane:We have to do what we can.,Zidane,We have to do what we can.,7
???:Who goes there!?,???,Who goes there!?,3
Warrior of Light:Please lower your weapons. We have no intention to fight you.,Warrior of Light,Please lower your weapons. We have no intention to fight you.,11
???:Very well. Although...,???,Very well. Although...,3
???:I would have loved to test my own skill at combat against yours. Perhaps another time.,???,I would have loved to test my own skill at combat against yours. Perhaps another time.,16
"Mog:What brings you here, kupo?",Mog,"What brings you here, kupo?",5
"???:A moogle!? If you must know, I was searching the area for living creatures...and it looks like I found some.",???,"A moogle!? If you must know, I was searching the area for living creatures...and it looks like I found some.",20
"Sazh:He doesn't live here, if that's what you're thinking. We've only come to close the Torsions.",Sazh,"He doesn't live here, if that's what you're thinking. We've only come to close the Torsions.",16
???:So this land is completely devoid of life? How odd...,???,So this land is completely devoid of life? How odd...,10
"???:You see, I've been attempting to learn more about what has caused the sudden influx of beasts in this region.",???,"You see, I've been attempting to learn more about what has caused the sudden influx of beasts in this region.",20
???:The only real clue I've stumbled across in my investigations was a mysterious coil of energy.,???,The only real clue I've stumbled across in my investigations was a mysterious coil of energy.,16
???:...Is this perhaps the Torsion to which you refer?,???,...Is this perhaps the Torsion to which you refer?,9
"Sazh:That'd be it. Our goal is the same, then.",Sazh,"That'd be it. Our goal is the same, then.",9
???:Our goals are the same? So these Torsions must be connected to the monsters!,???,Our goals are the same? So these Torsions must be connected to the monsters!,14
???:Interesting. Thank you for your help!,???,Interesting. Thank you for your help!,6
"Mog:W-wait! ...She's gone. What a shame, kupo. She had the light, too.",Mog,"W-wait! ...She's gone. What a shame, kupo. She had the light, too.",12
Y'shtola:You appear perplexed. What's wrong?,Y'shtola,You appear perplexed. What's wrong?,5
Sazh:We met a girl who came as quickly as she left. Didn't even have time to recruit her.,Sazh,We met a girl who came as quickly as she left. Didn't even have time to recruit her.,18
"Y'shtola:If, as you say, our goals are the same, you'll get your chancewhen the crystal's light shines brightest.",Y'shtola,"If, as you say, our goals are the same, you'll get your chance—when the crystal's light shines brightest.",18
???:Hyah! Never fear! I've come to save,???,Hyah! Never fear! I've come to save—,7
"???:Aw, don't tell me the fun is already over.",???,"Aw, don't tell me the fun is already over.",9
Warrior of Light:We only just finished.,Warrior of Light,We only just finished.,4
Yda:Y'shtola!? What are you doing here!?,Yda,Y'shtola!? What are you doing here!?,6
"Y'shtola:I could ask you the same. So you're the girl everyone was talking about earlier... Speaking of which, where are the others?",Y'shtola,"I could ask you the same. So you're the girl everyone was talking about earlier... Speaking of which, where are the others?",22
Yda:I couldn't tell you.,Yda,I couldn't tell you.,4
"Y'shtola:Gods... Well, at least you're here.",Y'shtola,"Gods... Well, at least you're here.",6
Sazh:You guys know each other?,Sazh,You guys know each other?,5
"Yda:Of course! In fact, she's one of the very people I've been searching for!",Yda,"Of course! In fact, she's one of the very people I've been searching for!",14
