Character,clean_dialogue,narrative_type,plot_unit_id
President Shinra,Hmm... So you all must be that... ...what was it?,dialogue,52
Barret,"AVALANCHE! And don't ya forget it! And you're President Shinra, huh?",narration,52
Cloud,"Long time no see, President.",narration,52
President Shinra,"...Long time no see? Oh...you. You're the one who quit SOLDIER and joined AVALANCHE. I knew you'd been exposed to Mako, from the look in your eyes... Tell me, traitor... what was your name?",dialogue,52
Cloud,Cloud.,narration,53
President Shinra,"Forgive me for asking, but I can't be expected to remember each person's name. Unless you become another Sephiroth.",dialogue,53
President Shinra,"Yes, Sephiroth... He was brilliant. Perhaps too brilliant...",narration,53
Cloud,Sephiroth.......?,narration,53
Barret,Don't give a damn 'bout none of that! This place's goin' up with a big BANG soon! Serves y'all right!,action,53
President Shinra,"And such a waste of good fireworks, just to get rid of vermin like you...",action,53
Barret,"VERMIN!? That's all you can say...VERMIN! Y'all Shinra're the VERMIN, killing the planet! And that makes you King VERMIN! So shu'up jackass!",dialogue,53
President Shinra,"...You are beginning to bore me. I'm a very busy man, so if you'll excuse me... I have a dinner I must attend.",narration,53
Barret,Dinner!? Don't gimme that! I ain't even started wit' you yet!,narration,54
President Shinra,"But, I've made arrangements for a playmate for you all.",narration,54
Tifa,!? What's that noise?,dialogue,54
Barret,The hell is this!?,narration,54
President Shinra,"Meet 'Airbuster', a techno-soldier. Our Weapon Development Department created him. I'm sure the data he'll extract from your dead bodies will be of great use to us in future experiments.",narration,54
Cloud,...Techno-soldier?,narration,54
President Shinra,"Now then, if you'll excuse me.",narration,54
Cloud,"Wait, President!",action,54
Barret,"Yo, Cloud! We've gotta do somethin' 'bout him!",action,55
Tifa,"Help, Cloud!",narration,55
Tifa,THIS is from SOLDIER?,narration,55
Cloud,No way! It's just a machine.,narration,55
Barret,I don't care what it is!! I'm gonna bust him up!,action,55
Barret,"It's gonna blow! Let's go, Tifa!",action,55
Tifa,Barret! Can't you do something?,narration,55
Barret,Not a damn thing.,narration,55
Tifa,Cloud! Please don't die! You can't die! There's still so much I want to tell you!,dialogue,56
Cloud,"I know, Tifa......",narration,56
Barret,"Hey, you gonna be awright?",action,56
Cloud,"............ You worry about yourselves! I'm all right, but take care of Tifa!",narration,56
Barret,...Alright. Sorry 'bout all this.,narration,56
Cloud,Stop talkin' like this is the end!,narration,56
Cloud,Shit! Can't hold on much longer. Barret......Hurry!,narration,56
Barret,Don't go cryin' like a woman. There ain't nothin' I can do for ya. Ya gotta do it yourself.,action,56
Cloud,Barret...,narration,57
Barret,"Alright, then, later.",narration,57
Grey text,......You all right? ......Can you hear me?,narration,57
Cloud,......Yeah......,narration,57
Grey text,Back then...... You could get by with just skinned knees......,narration,57
Cloud,......What do you mean by 'back then'?,dialogue,57
Grey text,What about now? Can you get up?,dialogue,57
Cloud,......What do you mean by 'that time'? ......What about now?,dialogue,57
Grey text,......Don't worry about me. You just worry about yourself now.,narration,58
Cloud,......I'll give it a try.,narration,58
Flower girl,Oh! It moved!,narration,58
Grey text,......How about that?,narration,58
Flower girl,Whew...... Am I glad.,narration,58
Grey text,Take it slow now. Little by little......,narration,58
Flower girl,"Hello, hello?",dialogue,58
Cloud,......I know.,narration,58
Cloud,Hey...who are you?,narration,59
Flower girl,"Hello, hello!",dialogue,59
Flower girl,You okay? This is a church in the Sector 5 slums. It suddenly fell on top of me. It really gave me a scare.,narration,59
Cloud,......I came crashing down?,narration,59
Flower girl,The roof and the flower bed must have broken your fall. You're lucky.,narration,59
Cloud,Flower bed......is this yours?,narration,59
Cloud,Sorry about that.,narration,59
Flower girl,"That's all right. The flowers here are quite resilient because this is a sacred place. They say you can't grow grass and flowers in Midgar. But for some reason, the flowers have no trouble blooming here. I love it here.",dialogue,59
Flower girl,"......So, we meet again. ......Don't you remember me?",narration,60
Cloud,"Yeah, I remember...",narration,60
Flower girl,Oh! I'm so happy!,narration,60
Flower girl,Thanks for buying my flowers.,narration,60
Flower girl,"You didn't buy any flowers from me though. Well, that's okay.",narration,60
Flower girl,"Excuse me, but that's really rude!",narration,60
Flower girl,"But I'll forgive you, because you bought flowers from me.",narration,60
Flower girl,"I don't remember a thing. Well, that's okay.",narration,60
Flower girl,......I guess you don't remember. You were walking in a daze.,narration,61
Flower girl,"But I'll forgive you, because you bought flowers from me.",narration,61
Flower girl,"Well, that's okay.",narration,61
Flower girl,"Say, do you have any materia?",dialogue,61
Cloud,"Yes, some. Nowadays you can find materia anywhere.",narration,61
Flower girl,But mine is special. It's good for absolutely nothing.,action,61
Cloud,......good for nothing? You probably just don't know how to use it.,action,61
Flower girl,"No, I do...... it just doesn't do anything. I feel safe just having it. It was my mother's...... Say, I feel like talking. Do you feel up to it? After all, here we are meeting again, right?",dialogue,61
Flower girl,Wait here. I've got to check my flowers. It'll just be a minute.,action,62
Flower girl,"......oh, I see. Ahhh. I wonder whose fault that is. It takes a lot to grow them, you know. Poor flowers.",narration,62
Flower girl,"Just a little longer. Oh! Now that you mention it...... We don't know each other's names, do we? My name is......",narration,62
Aeris,"I'm Aeris, the flower girl. Nice to meet you.",narration,62
Cloud,The name's Cloud. Me......? I do a little bit of everything.,narration,62
Aeris,Oh...... a jack of all trades.,narration,62
Cloud,"Yeah, I do whatever's needed.",dialogue,62
Cloud,What's so funny? What are you laughing at?,dialogue,62
Aeris,Sorry......I just,narration,63
Aeris,"Sorry, bad timing on my part.",narration,63
Aeris,Cloud! Don't let it get to you!,narration,63
Reno,Don't worry about me.,narration,63
Aeris,"Say, Cloud. Have you ever been a bodyguard?",dialogue,63
Aeris,"You DO do everything, right?",narration,63
Cloud,"......Yeah, that's right.",narration,63
Aeris,"Then, get me out of here. Take me home.",narration,63
Cloud,"OK, I'll do it... but it'll cost you.",narration,64
Aeris,"Well then, let's see......",narration,64
Aeris,How about if I go out with you once?,action,64
Cloud,"I don't know who you are, but......",narration,64
Cloud,You don't know me......?,narration,64
On-screen,......I know you.,system,64
Cloud,Oh yeah......I know you.,narration,64
Cloud,that uniform......,narration,64
Soldier,"...... Hey sis, this one's a little weird.",narration,65
Cloud,Shut up! You Shinra spy!,narration,65
Soldier,Reno! Want him taken out?,narration,65
Reno,I haven't decided yet.,narration,65
Aeris,Don't fight here! You'll ruin the flowers!,narration,65
Aeris,The exit is back there.,narration,65
Reno,They were......Mako eyes.,narration,65
Reno,"Yeah, all right. Back to work, back to work.",narration,65
Reno,Oh! And don't step on the flowers......,narration,66
Reno,"There they are, over there!",narration,66
Aeris,Cloud...that one!,narration,66
Cloud,I know. Looks like they aren't going to let us go.,action,66
Aeris,What should we do?,dialogue,66
Cloud,"Well we can't let them catch us, can we? Then, there's only one thing left.",narration,66
Cloud,Aeris! This way!,narration,66
Cloud,All right. I'll hold them off.,narration,66
Aeris,Right. Make sure they don't get through!,narration,67
Reno,The Ancient is getting away! Attack! Attack! Attack!,narration,67
Aeris,Eaygh!!,narration,67
Cloud,Aeris!,narration,67
Reno,"Think we killed 'em? They shouldn't have put up a fight, I say!",dialogue,67
Aeris,"Cloud, help!",narration,67
Cloud,Damn! What's that......?,dialogue,67
Cloud,Aeris!,narration,67
Aeris,"A, all right.",narration,68
Cloud,Here's a barrel. If I can just push it over......,action,68
On-screen,Push the barrel?,system,68
Soldier,Guuagh!,narration,68
Aeris,"Thanks, Cloud.",narration,68
Aeris,"Oh, Cloud what are you doing!?",dialogue,68
Aeris,Eaygh!!,narration,68
Cloud,Aeris!,narration,68
Soldier,The Ancient! We got her!,action,69
Aeris,"Whew, that surprised me.",narration,69
 Aeris,"Cloud, help!",narration,69
Cloud,Aeris!,narration,69
Cloud,"Aeris, this way.",narration,69
Aeris,"Cloud, hurry.",narration,69
Aeris,"We'll get outside through the hole in the roof. Jump off that beam, and we should be able to make it through to the roof.",narration,69
Aeris,"Ha, ha...... They're looking for me again.",narration,69
Cloud,You mean it's not the first time they've been after you?,narration,70
Aeris,...no.,narration,70
Cloud,They're the Turks.,narration,70
Aeris,Hmmm......,narration,70
Cloud,The Turks are an organization in Shinra. They scout for possible candidates for SOLDIER.,narration,70
Aeris,This violently? I thought they were kidnapping someone.,narration,70
Cloud,"They're also involved in a lot of dirty stuff on the side. Spying, murder...you know.",narration,70
Aeris,They look like it.,narration,70
Cloud,"But, why're they after you? There must be a reason, right?",dialogue,71
Aeris,"No, not really. I think they believe I have what it takes to be in SOLDIER!",dialogue,71
Cloud,Maybe you do. You want to join?,narration,71
Aeris,I don't know... But I don't want to get caught by THOSE people!,narration,71
Cloud,"Then, let's go!",action,71
Aeris,"Wait... Wait, I said!",action,71
Aeris,Puff... wheeze...Slow......down... Don't leave me......,narration,71
Cloud,Funny... I thought you were cut out to be in SOLDIER?,narration,71
Aeris,Oh! You're terrible!,narration,72
Aeris,Hey......Cloud. Were you...ever in SOLDIER?,narration,72
Cloud,......,narration,72
Cloud,...I used to be. How did you guess?,narration,72
Aeris,...Your eyes. They have a strange glow...,narration,72
Cloud,"That's the sign of those who have been infused with Mako... A mark of SOLDIER. But, how did you know about that?",narration,72
Aeris,"......Oh, nothing.",narration,72
Cloud,Nothing...?,narration,72
Aeris,"Right, nothing!",narration,73
Aeris,"Come on, let's go! Bodyguard!",action,73
Aeris,Whew! Finally made it off! Now what...,dialogue,73
Aeris,My house is over here. Hurry before he comes.,narration,73
Aeris,"I'm home, mom.",narration,73
Aeris,This is Cloud. My bodyguard.,narration,73
Elmyra,Bodyguard......? You mean you were followed again!?,action,73
Elmyra,"Are you all right!? You're not hurt, are you!?",narration,73
Aeris,I'm all right. I had Cloud with me.,narration,74
Elmyra,"Thank you, Cloud.",narration,74
Aeris,So what are you going to do now?,action,74
Cloud,...Is Sector 7 far from here? I want to go to Tifa's bar.,action,74
Aeris,Is Tifa......a girl?,narration,74
Cloud,Yeah.,narration,74
Aeris,A girl...friend?,narration,74
Cloud,Girlfriend?,narration,74
Aeris,Hee hee hee...... You don't have to get THAT upset...,narration,75
Aeris,"Oh, how nice.",narration,75
Aeris,"Well, that's...nice. Let's see, Sector 7? I'll show you the way.",narration,75
Cloud,You gotta be kidding. Why do you want to put yourself in danger again?,action,75
Aeris,I'm used to it.,narration,75
Cloud,Used to it!?,narration,75
Cloud,"......Well, don't know... getting help from a girl...",narration,75
Aeris,A girl!! What do you mean by that!?,dialogue,75
Aeris,"You expect me to just sit by and listen, after hearing you say something like that!?",dialogue,76
Aeris,Mom! I'm taking Cloud to Sector 7. I'll be back in a while.,narration,76
Elmyra,"But dear...I give up. You never listen once you've made up your mind. But if you must go,why don't you go tomorrow? It's getting late now.",action,76
