plot_unit_id,character_list,dialogue_count,narrative_types,full_plot_text
66,"Reno, Aeris, Cloud",8,"narration, action, dialogue","Oh! And don't step on the flowers......
There they are, over there!
Cloud...that one!
I know. Looks like they aren't going to let us go.
What should we do?
Well we can't let them catch us, can we? Then, there's only one thing left.
Aeris! This way!
All right. I'll hold them off."
67,"Aeris, Reno, Cloud",8,"narration, dialogue","Right. Make sure they don't get through!
The Ancient is getting away! Attack! Attack! Attack!
Eaygh!!
Aeris!
Think we killed 'em? They shouldn't have put up a fight, I say!
Cloud, help!
Damn! What's that......?
Aeris!"
68,"Aeris, Cloud, On-screen, Soldier",8,"narration, action, system, dialogue","A, all right.
Here's a barrel. If I can just push it over......
Push the barrel?
Guuagh!
Thanks, Cloud.
Oh, Cloud what are you doing!?
Eaygh!!
Aeris!"
69,"Soldier, Aeris,  Aeris, Cloud",8,"action, narration","The Ancient! We got her!
Whew, that surprised me.
Cloud, help!
Aeris!
Aeris, this way.
Cloud, hurry.
We'll get outside through the hole in the roof. Jump off that beam, and we should be able to make it through to the roof.
Ha, ha...... They're looking for me again."
70,"Cloud, Aeris",8,narration,"You mean it's not the first time they've been after you?
...no.
They're the Turks.
Hmmm......
The Turks are an organization in Shinra. They scout for possible candidates for SOLDIER.
This violently? I thought they were kidnapping someone.
They're also involved in a lot of dirty stuff on the side. Spying, murder...you know.
They look like it."
71,"Cloud, Aeris",8,"dialogue, narration, action","But, why're they after you? There must be a reason, right?
No, not really. I think they believe I have what it takes to be in SOLDIER!
Maybe you do. You want to join?
I don't know... But I don't want to get caught by THOSE people!
Then, let's go!
Wait... Wait, I said!
Puff... wheeze...Slow......down... Don't leave me......
Funny... I thought you were cut out to be in SOLDIER?"
72,"Aeris, Cloud",8,narration,"Oh! You're terrible!
Hey......Cloud. Were you...ever in SOLDIER?
......
...I used to be. How did you guess?
...Your eyes. They have a strange glow...
That's the sign of those who have been infused with Mako... A mark of SOLDIER. But, how did you know about that?
......Oh, nothing.
Nothing...?"
73,"Aeris, Elmyra",8,"narration, action, dialogue","Right, nothing!
Come on, let's go! Bodyguard!
Whew! Finally made it off! Now what...
My house is over here. Hurry before he comes.
I'm home, mom.
This is Cloud. My bodyguard.
Bodyguard......? You mean you were followed again!?
Are you all right!? You're not hurt, are you!?"
74,"Aeris, Elmyra, Cloud",8,"narration, action","I'm all right. I had Cloud with me.
Thank you, Cloud.
So what are you going to do now?
...Is Sector 7 far from here? I want to go to Tifa's bar.
Is Tifa......a girl?
Yeah.
A girl...friend?
Girlfriend?"
75,"Aeris, Cloud",8,"narration, action, dialogue","Hee hee hee...... You don't have to get THAT upset...
Oh, how nice.
Well, that's...nice. Let's see, Sector 7? I'll show you the way.
You gotta be kidding. Why do you want to put yourself in danger again?
I'm used to it.
Used to it!?
......Well, don't know... getting help from a girl...
A girl!! What do you mean by that!?"
76,"Aeris, Elmyra, Cloud",8,"dialogue, narration, action","You expect me to just sit by and listen, after hearing you say something like that!?
Mom! I'm taking Cloud to Sector 7. I'll be back in a while.
But dear...I give up. You never listen once you've made up your mind. But if you must go,why don't you go tomorrow? It's getting late now.
Yeah, you're right, mom.
Aeris, please go and make the bed.
That glow in your eyes... you're from SOLDIER, right?
Yeah. Rather I used to be...
...... I don't know how to say this, but...Would you please leave here, tonight? Without telling Aeris."
77,"Elmyra, Aeris, Cloud, Grey text, Cloud ",8,"narration, action","SOLDIER...the last thing Aeris needs is to get her feelings hurt again...
You need to go through Sector 6 to get to Sector 7. Sector 6 is a little dangerous so you'd better get some rest tonight.
Cloud... Good night.
Oh, man...
...seem pretty tired......
.........!?
I haven't slept in a bed like this ...in a long time.
...Oh, yeah."
78,"Grey text, Cloud's mother, Cloud , Cloud",8,narration,"Ever since that time.
My, how you've grown. I'll bet the girls never leave you alone.
...Not really.
...I'm worried about you. There are a lot of temptations in the city... I'd feel a lot better if you just settled down and had a nice girlfriend.
...I'm all right.
You should have... an older girlfriend, one that'll take care of you. I think that would be the perfect type for you.
......I'm not interested.
...I must've fallen asleep."
79,"Cloud, Aeris",8,"narration, action","Sector 7's past Sector 6... I should be all right by myself...
Cloud! I thought the Turks came back! Get some rest!
Can't get caught this time...
Through Sector 6 to get to Sector 7. I should be able to do it alone...
You're up bright and early.
How could I ask you to go along when I knew it would be dangerous?
Are you done?
You have to go through the slum in Sector 6 to get to Tifa's 7th Heaven. I'll take you there. Come on!"
80,"Aeris, Cloud",8,"narration, action, dialogue","The gate to Sector 7's in there.
Thanks. I guess this is goodbye. You gonna be all right going home?
Oh no! 'What ever will I do!?' ...isn't that what you want me to say?
Isn't that a little out of the way?
Yeah, I guess so.
I could do that. But won't I be in your way?
What do you mean in the way?
Nothing!"
81,"Aeris, Cloud",8,"narration, dialogue","Can we take a break?
I can't believe it's still here.
Cloud, over here!
What rank were you?
Rank?
You know, in SOLDIER.
Oh, I was... First Class.
Just the same as him."
82,"Cloud, Aeris",8,"narration, dialogue","The same as who?
My first boyfriend.
You were...serious?
No. But I liked him for a while.
I probably knew him. What was his name?
It doesn't really matter.
Huh? Hey, back there......
Tifa!?"
83,"Aeris, Cloud, NPC, Guard",8,"action, narration","That girl in the cart was Tifa? Where was she going? She looked kind of odd...
Wait! I'll go on alone! You go home!
This place is scary in a lot of ways. Especially for a girl. So we've got to find Tifa fast.
This is Don Corneo's mansion. He's a big shot here in Wall Market. Listen, the Don's not interested in men. So just get the hell outta here.
Welcome!! Even unpopular dweebs, like you may meet their destiny here!! You looking for a girlfriend too?
Hey, you're pretty fast. Tifa's our newest girl. But, unfortunately, she's having an interview right now. Here at the Honey Bee Inn, it's customary for all the new girls to be taken to Don Corneo's mansion. Don Corneo's a famous dilettante. Now he wants to settle down and is in the market for a bride.
Hmm...Seems to like it just fine. Good for you.
This is the mansion of Don Corneo, the most powerful man in Wall Market. Look, the Don's not into men. So don't let me catch you around here again..."
84,"Guard, Aeris, Cloud",8,"action, narration, dialogue","Hey, and you got another cute one with you!
Hey, this look's like the Don's mansion. I'll go take a look. I'll tell Tifa about you.
No!! You can't!!
Why?
You DO know...what kind of... place this is, don't you?
Then what am I supposed to do? You want to go in with me?
Well being a man, that'll be pretty hard. Besides if I bust in there, it'll cause too much commotion. But, I just can't let you go in alone... Oh, man......
First...we need to find out if Tifa's alright..."
85,"Cloud, Aeris, Guard",8,"dialogue, action, narration","What's so funny, Aeris?
Cloud, why don't you dress up like a girl? It's the only way.
WHAT!?
Just wait. I've got a cute friend I want to bring.
Aeris! I can't......
You ARE worried about Tifa, aren't you? Then come on, hurry!
A friend, huh...? Sounds pretty good to me. That'll make the Don happy, too. Who knows, maybe I can......heeee, hee hee.
Excuse me! I'd like to get a dress."
86,"Clerk, Aeris",8,"narration, dialogue","Umm, it might take a little time. Will that be all right?
What's the problem?
Well, my father, the owner, has been in a slump lately. You see, he makes all the dresses.
And, where is your father?
He's probably plastered at the bar.
So... You're saying we can't get a dress unless we do something about your father?
Yes, I'm sorry. He's caused so much trouble. ! You'd help me bring him back?
Well, if we don't do something, we don't get a dress, right?"
87,"Clerk, Aeris, Cloud, Owner",8,"dialogue, action, narration","Really!? Please help my crazy old dad. I just don't know what to do anymore...
All right, we'll do something. Let's go, Cloud!
So how did it go?
We couldn't find him yet.
Excuse us, are you the father of the girl at the Clothing Store?
I own the Clothes Shop... but I ain't your father.
I didn't say that......
Make me some clothes."
88,"Owner, Aeris",8,"narration, action, dialogue","I don't make men's clothes. And I don't feel like makin' anything right now.
Cloud, you wait over there for a second. I'll try and (Upon talking to him.
Why don't you go over there and have something to drink.
You know, Mister. He always said that just once, he'd like to dress up like a girl. So, that's why I wanted a cute dress for him...
What!? A tough lookin guy like that?
So, how 'bout it? Will you make him one?
...might be interesting. I was gettin' a little bored just makin' regular clothes.
Then you'll do it for us?"
89,"Owner, Aeris, Clerk, On-screen",8,"dialogue, narration, action, system","Yeah, all right. What kind of dress you want?
Something...
And something...
Hmm, got it. Y'know I got a friend that has the same taste as him. I'll go (Upon talking to him.
Hey, hold on. Wait till I get an image in my head. Gulp...ummm, that's good.
Looks like everything went well. He's been making the dress ever since he came back.
Oh, you're here. It's ready. Go try it on.
Received Key Item ""Cotton Dress""!"
90,"On-screen, Cloud, Aeris, Owner",8,"system, narration, dialogue, action","Received Key Item ""Satin Dress""!
Received Key Item ""Silk Dress""!
How......do you put this on?
Whoa! What are you doing!
It's still not right. A wig! That's what you need!
Umm, I thought you might, so I talked to my friend about getting one. You know the gym? You'll find a lot of people there like you. Go and (Upon talking to them.
...'like you'? Aeris, what did you tell him?
Does it matter? Anyhow, we got a pretty dress!"
91,"Clerk, Owner, NPC 1, Cloud, Aeris, NPC 2, NPCs",8,"narration, action","So? Were you able to get the wig?
So, how was it? Were you able to see him?
You the one...... Who wants to be cute?
Cute?
Right. And about the wig...
Yeah, I heard. But it'll cost ya.
Urrrrgh!!! Big Bro!! The only way you're gonna get cuter is if you can beat Big Bro!!
That's right! So, you've got to compete with us!"
