sample_id,plot_text,is_consistent
49,"You sound pretty sure.
If there was anyone from SOLDIER you wouldn't be standing here now.
Don't go thinkin' you so bad jes cuz you was in SOLDIER.
............
Yeah, you're strong. Probably all them guys in SOLDIER are. But don't forget that your skinny ass's workin' for AVALANCHE now! Don't get no ideas 'bout hangin' on to Shinra.
Stayin' with Shinra? You asked me a question and I answered it...that's all.
I'm going upstairs. I want to talk about my money.
Shucks!! ............money...",1
50,"You sound pretty sure.
If there was anyone from SOLDIER you wouldn't be standing here now.
Don't go thinkin' you so bad jes cuz you was in SOLDIER.
............
Yeah, you're strong. Probably all them guys in SOLDIER are. But don't forget that your skinny ass's workin' for AVALANCHE now! Don't get no ideas 'bout hangin' on to Shinra.
Stayin' with Shinra? You asked me a question and I answered it...that's all.
I'm going upstairs. I want to talk about my money.
Shucks!! ............money...
---
Papa, you're so great!
Wait, Cloud!
Tifa! Let him go! Looks like he still misses the Shinra!
Shut up! I don't care about either Shinra or SOLDIER! But don't get me wrong! I don't care about AVALANCHE or the Planet for that matter!
.......Cloud. You say you don't care, but you came to talk to me. Cloud... You just want friends. Isn't that right?
Yeah, well. You look kind of lonely to me. If you ever got anything you want to get off your chest, you can always talk to me.
You're terrible. Real cold blooded.
Money... Oh my. It must have been for a lot of it. Sure! Well, what the hell? It's a verbal agreement. Now let me figure this out. Oh stop it, Cloud! Did you hear me?",0
51,"Papa, you're so great!
Wait, Cloud!
Tifa! Let him go! Looks like he still misses the Shinra!
Shut up! I don't care about either Shinra or SOLDIER! But don't get me wrong! I don't care about AVALANCHE or the Planet for that matter!
.......Cloud. You say you don't care, but you came to talk to me. Cloud... You just want friends. Isn't that right?
Yeah, well. You look kind of lonely to me. If you ever got anything you want to get off your chest, you can always talk to me.
You're terrible. Real cold blooded.
Money... Oh my. It must have been for a lot of it. Sure! Well, what the hell? It's a verbal agreement. Now let me figure this out. Oh stop it, Cloud! Did you hear me?",1
52,"Papa, you're so great!
Wait, Cloud!
Tifa! Let him go! Looks like he still misses the Shinra!
Shut up! I don't care about either Shinra or SOLDIER! But don't get me wrong! I don't care about AVALANCHE or the Planet for that matter!
.......Cloud. You say you don't care, but you came to talk to me. Cloud... You just want friends. Isn't that right?
Yeah, well. You look kind of lonely to me. If you ever got anything you want to get off your chest, you can always talk to me.
You're terrible. Real cold blooded.
Money... Oh my. It must have been for a lot of it. Sure! Well, what the hell? It's a verbal agreement. Now let me figure this out. Oh stop it, Cloud! Did you hear me?
---
Straighten things up with everyone for me.
Listen, Cloud. I'm asking you. Please join us.
Sorry Tifa...
The Planet is dying. Slowly but surely it's dying. Someone has to do something.
So let Barret and his buddies do something about it. It's got nothin' to do with me.
You damn right we'll do something about it. N' you stay outta this Tifa!
So! You're really leaving !? You're just going to walk right out ignoring your childhood friend !?
What......?",0
53,"Straighten things up with everyone for me.
Listen, Cloud. I'm asking you. Please join us.
Sorry Tifa...
The Planet is dying. Slowly but surely it's dying. Someone has to do something.
So let Barret and his buddies do something about it. It's got nothin' to do with me.
You damn right we'll do something about it. N' you stay outta this Tifa!
So! You're really leaving !? You're just going to walk right out ignoring your childhood friend !?
What......?",1
54,"Straighten things up with everyone for me.
Listen, Cloud. I'm asking you. Please join us.
Sorry Tifa...
The Planet is dying. Slowly but surely it's dying. Someone has to do something.
So let Barret and his buddies do something about it. It's got nothin' to do with me.
You damn right we'll do something about it. N' you stay outta this Tifa!
So! You're really leaving !? You're just going to walk right out ignoring your childhood friend !?
What......?
---
......You forgot the promise, too.
Promise?
So you DID forget.
Remember......Cloud. It was seven years ago...
Look, the well. Do you remember?
Yeah...back then. I thought you would never come, and I was getting a little cold.
Sorry I'm late. You said you wanted to talk to me about something?
Come this spring...I'm leaving this town for Midgar.",0
55,"......You forgot the promise, too.
Promise?
So you DID forget.
Remember......Cloud. It was seven years ago...
Look, the well. Do you remember?
Yeah...back then. I thought you would never come, and I was getting a little cold.
Sorry I'm late. You said you wanted to talk to me about something?
Come this spring...I'm leaving this town for Midgar.",1
56,"......You forgot the promise, too.
Promise?
So you DID forget.
Remember......Cloud. It was seven years ago...
Look, the well. Do you remember?
Yeah...back then. I thought you would never come, and I was getting a little cold.
Sorry I'm late. You said you wanted to talk to me about something?
Come this spring...I'm leaving this town for Midgar.
---
...All boys are leaving our town.
But I'm different from all of them. I'm not just going to find a job. I want to join SOLDIER. I'm going to be the best there is, just like Sephiroth!
Sephiroth... The Great Sephiroth. Isn't it hard to join SOLDIER?
...I probably won't be able to come back to this town for a while.
...huh?
Will you be in the newspapers if you do well?
I'll try.
Hey, why don't we make a promise? Umm, if you get really famous and I'm ever in a bind...... You come save me, all right?",0
57,"...All boys are leaving our town.
But I'm different from all of them. I'm not just going to find a job. I want to join SOLDIER. I'm going to be the best there is, just like Sephiroth!
Sephiroth... The Great Sephiroth. Isn't it hard to join SOLDIER?
...I probably won't be able to come back to this town for a while.
...huh?
Will you be in the newspapers if you do well?
I'll try.
Hey, why don't we make a promise? Umm, if you get really famous and I'm ever in a bind...... You come save me, all right?",1
58,"...All boys are leaving our town.
But I'm different from all of them. I'm not just going to find a job. I want to join SOLDIER. I'm going to be the best there is, just like Sephiroth!
Sephiroth... The Great Sephiroth. Isn't it hard to join SOLDIER?
...I probably won't be able to come back to this town for a while.
...huh?
Will you be in the newspapers if you do well?
I'll try.
Hey, why don't we make a promise? Umm, if you get really famous and I'm ever in a bind...... You come save me, all right?
---
What?
Whenever I'm in trouble, my hero will come and rescue me. I want to at least experience that once.
What?
Ha, ha, ha! What's that!
You're laughing at me!
Come on--! Promise me----!
All right......I promise.
You remember now, don't you... our promise?",0
59,"What?
Whenever I'm in trouble, my hero will come and rescue me. I want to at least experience that once.
What?
Ha, ha, ha! What's that!
You're laughing at me!
Come on--! Promise me----!
All right......I promise.
You remember now, don't you... our promise?",1
60,"What?
Whenever I'm in trouble, my hero will come and rescue me. I want to at least experience that once.
What?
Ha, ha, ha! What's that!
You're laughing at me!
Come on--! Promise me----!
All right......I promise.
You remember now, don't you... our promise?
---
I'm not a hero and I'm not famous. I can't keep......the promise.
But you got your childhood dream, didn't you? You joined SOLDIER. So come on! You've got to keep your promise......
Wait a sec big-time SOLDIER! A promise is a promise! Here!!
Received Barret's stash, 1500 gil!
This is my pay? Don't make me laugh.
What? Then you'll...!!
You got the next mission lined up? I'll do it for 3000.
What......!?",0
61,"I'm not a hero and I'm not famous. I can't keep......the promise.
But you got your childhood dream, didn't you? You joined SOLDIER. So come on! You've got to keep your promise......
Wait a sec big-time SOLDIER! A promise is a promise! Here!!
Received Barret's stash, 1500 gil!
This is my pay? Don't make me laugh.
What? Then you'll...!!
You got the next mission lined up? I'll do it for 3000.
What......!?",1
62,"I'm not a hero and I'm not famous. I can't keep......the promise.
But you got your childhood dream, didn't you? You joined SOLDIER. So come on! You've got to keep your promise......
Wait a sec big-time SOLDIER! A promise is a promise! Here!!
Received Barret's stash, 1500 gil!
This is my pay? Don't make me laugh.
What? Then you'll...!!
You got the next mission lined up? I'll do it for 3000.
What......!?
---
It's ok, it's ok.
psst, psst......
Uh......ugh......
2000!
Thanks, Cloud.
Good Morning! Cloud! Did you sleep well?
psstpsst...
I don't know what you mean.",0
63,"It's ok, it's ok.
psst, psst......
Uh......ugh......
2000!
Thanks, Cloud.
Good Morning! Cloud! Did you sleep well?
psstpsst...
I don't know what you mean.",1
64,"It's ok, it's ok.
psst, psst......
Uh......ugh......
2000!
Thanks, Cloud.
Good Morning! Cloud! Did you sleep well?
psstpsst...
I don't know what you mean.
---
I'm going this time.
Our target's the Sector 5 Reactor. Head for the station first. I'll fill you in on the train.
Yo! Cloud! Before the next mission, I got somethin' I wanna ask you! I, uh,...... I don't really know how to use Materia! I'll give you that Materia you found. Just teach me how to use it!
...sigh...
Sure, I'll explain how Materia works. First, access the menu. You know the basic functions. The triangle button brings up the menu. Directional buttons move the cursor, like this. Select each menu by using the OK button. If you want to leave the menu, just push the CANCEL button. See? Let's go ahead. Now you're in this menu. Select  sub menu. Select who you want to use it. Now look at my weapon here. Each weapon and armor has slots in it. Choose which slot you want to put Materia in. Now select the Materia you want to use. This is curative Materia. If you want to know what its effect is, line the cursor up with , and push the OK button. It's just like selecting battle commands. Just line the cursor up to , you can see that the available magic has increased. Now you can use new magic . And that's all there is to equipping Materia. See? It wasn't that tough! When you want to remove any Materia, it's as easy as pointing to the materia slot, and pushing the triangle button. There's just one thing you have to be careful of. Whenever you equip Materia, your situation changes. Parts of you may become stronger... while others get weaker. Normally, when you equip  Materia, your magic power will get stronger. But your physical strength weakens. So, Materia's kind of a double-edged sword. On the left side of the screen, you can see the Materia's effect on you. It's wise not to overuse Magic Materia. But try out various things. Push the CANCEL button to exit the sub menu. Ok, that's about it. I'll give you some advanced tips later.
Shi......! What's this 'It wasn't that tough!' crap! I'm clueless...... Well, you handle the Materia then!
So this is what makes them guys in SOLDIER so great, huh!? Ok. I'll ask Jessie again later. But you're in charge of the Materia!
Access the menu and select  to equip Materia.",0
