Character,dialogue,narrative_type
Barret,"It's gonna blow! Let's go, Tifa!",action
Tifa,Barret! Can't you do something?,narration
Barret,Not a damn thing.,narration
Tifa,Cloud! Please don't die! You can't die! There's still so much I want to tell you!,dialogue
Cloud,"I know, Tifa......",narration
Barret,"Hey, you gonna be awright?",action
Cloud,"............ You worry about yourselves! I'm all right, but take care of Tifa!",narration
Barret,...Alright. Sorry 'bout all this.,narration
Cloud,Stop talkin' like this is the end!,narration
Cloud,Shit! Can't hold on much longer. Barret......Hurry!,narration
Barret,Don't go cryin' like a woman. There ain't nothin' I can do for ya. Ya gotta do it yourself.,action
Cloud,Barret...,narration
Barret,"Alright, then, later.",narration
Grey text,......You all right? ......Can you hear me?,narration
Cloud,......Yeah......,narration
Grey text,Back then...... You could get by with just skinned knees......,narration
Cloud,......What do you mean by 'back then'?,dialogue
Grey text,What about now? Can you get up?,dialogue
Cloud,......What do you mean by 'that time'? ......What about now?,dialogue
Grey text,......Don't worry about me. You just worry about yourself now.,narration
Cloud,......I'll give it a try.,narration
Flower girl,Oh! It moved!,narration
Grey text,......How about that?,narration
Flower girl,Whew...... Am I glad.,narration
Grey text,Take it slow now. Little by little......,narration
Flower girl,"Hello, hello?",dialogue
Cloud,......I know.,narration
Cloud,Hey...who are you?,narration
Flower girl,"Hello, hello!",dialogue
Flower girl,You okay? This is a church in the Sector 5 slums. It suddenly fell on top of me. It really gave me a scare.,narration
Cloud,......I came crashing down?,narration
Flower girl,The roof and the flower bed must have broken your fall. You're lucky.,narration
Cloud,Flower bed......is this yours?,narration
Cloud,Sorry about that.,narration
Flower girl,"That's all right. The flowers here are quite resilient because this is a sacred place. They say you can't grow grass and flowers in Midgar. But for some reason, the flowers have no trouble blooming here. I love it here.",dialogue
Flower girl,"......So, we meet again. ......Don't you remember me?",narration
Cloud,"Yeah, I remember...",narration
Flower girl,Oh! I'm so happy!,narration
Flower girl,Thanks for buying my flowers.,narration
Flower girl,"You didn't buy any flowers from me though. Well, that's okay.",narration
Flower girl,"Excuse me, but that's really rude!",narration
Flower girl,"But I'll forgive you, because you bought flowers from me.",narration
Flower girl,"I don't remember a thing. Well, that's okay.",narration
Flower girl,......I guess you don't remember. You were walking in a daze.,narration
Flower girl,"But I'll forgive you, because you bought flowers from me.",narration
Flower girl,"Well, that's okay.",narration
Flower girl,"Say, do you have any materia?",dialogue
Cloud,"Yes, some. Nowadays you can find materia anywhere.",narration
Flower girl,But mine is special. It's good for absolutely nothing.,action
Cloud,......good for nothing? You probably just don't know how to use it.,action
Flower girl,"No, I do...... it just doesn't do anything. I feel safe just having it. It was my mother's...... Say, I feel like talking. Do you feel up to it? After all, here we are meeting again, right?",dialogue
Flower girl,Wait here. I've got to check my flowers. It'll just be a minute.,action
Flower girl,"......oh, I see. Ahhh. I wonder whose fault that is. It takes a lot to grow them, you know. Poor flowers.",narration
Flower girl,"Just a little longer. Oh! Now that you mention it...... We don't know each other's names, do we? My name is......",narration
Aeris,"I'm Aeris, the flower girl. Nice to meet you.",narration
Cloud,The name's Cloud. Me......? I do a little bit of everything.,narration
Aeris,Oh...... a jack of all trades.,narration
Cloud,"Yeah, I do whatever's needed.",dialogue
Cloud,What's so funny? What are you laughing at?,dialogue
Aeris,Sorry......I just,narration
Aeris,"Sorry, bad timing on my part.",narration
Aeris,Cloud! Don't let it get to you!,narration
Reno,Don't worry about me.,narration
Aeris,"Say, Cloud. Have you ever been a bodyguard?",dialogue
Aeris,"You DO do everything, right?",narration
Cloud,"......Yeah, that's right.",narration
Aeris,"Then, get me out of here. Take me home.",narration
Cloud,"OK, I'll do it... but it'll cost you.",narration
Aeris,"Well then, let's see......",narration
Aeris,How about if I go out with you once?,action
Cloud,"I don't know who you are, but......",narration
Cloud,You don't know me......?,narration
On-screen,......I know you.,system
Cloud,Oh yeah......I know you.,narration
Cloud,that uniform......,narration
Soldier,"...... Hey sis, this one's a little weird.",narration
Cloud,Shut up! You Shinra spy!,narration
Soldier,Reno! Want him taken out?,narration
Reno,I haven't decided yet.,narration
Aeris,Don't fight here! You'll ruin the flowers!,narration
Aeris,The exit is back there.,narration
Reno,They were......Mako eyes.,narration
Reno,"Yeah, all right. Back to work, back to work.",narration
Reno,Oh! And don't step on the flowers......,narration
Reno,"There they are, over there!",narration
Aeris,Cloud...that one!,narration
Cloud,I know. Looks like they aren't going to let us go.,action
Aeris,What should we do?,dialogue
Cloud,"Well we can't let them catch us, can we? Then, there's only one thing left.",narration
Cloud,Aeris! This way!,narration
Cloud,All right. I'll hold them off.,narration
Aeris,Right. Make sure they don't get through!,narration
Reno,The Ancient is getting away! Attack! Attack! Attack!,narration
Aeris,Eaygh!!,narration
Cloud,Aeris!,narration
Reno,"Think we killed 'em? They shouldn't have put up a fight, I say!",dialogue
Aeris,"Cloud, help!",narration
Cloud,Damn! What's that......?,dialogue
Cloud,Aeris!,narration
Aeris,"A, all right.",narration
Cloud,Here's a barrel. If I can just push it over......,action
On-screen,Push the barrel?,system
Soldier,Guuagh!,narration
Aeris,"Thanks, Cloud.",narration
Aeris,"Oh, Cloud what are you doing!?",dialogue
Aeris,Eaygh!!,narration
Cloud,Aeris!,narration
Soldier,The Ancient! We got her!,action
Aeris,"Whew, that surprised me.",narration
 Aeris,"Cloud, help!",narration
Cloud,Aeris!,narration
Cloud,"Aeris, this way.",narration
Aeris,"Cloud, hurry.",narration
Aeris,"We'll get outside through the hole in the roof. Jump off that beam, and we should be able to make it through to the roof.",narration
Aeris,"Ha, ha...... They're looking for me again.",narration
Cloud,You mean it's not the first time they've been after you?,narration
Aeris,...no.,narration
Cloud,They're the Turks.,narration
Aeris,Hmmm......,narration
Cloud,The Turks are an organization in Shinra. They scout for possible candidates for SOLDIER.,narration
Aeris,This violently? I thought they were kidnapping someone.,narration
Cloud,"They're also involved in a lot of dirty stuff on the side. Spying, murder...you know.",narration
Aeris,They look like it.,narration
Cloud,"But, why're they after you? There must be a reason, right?",dialogue
Aeris,"No, not really. I think they believe I have what it takes to be in SOLDIER!",dialogue
Cloud,Maybe you do. You want to join?,narration
Aeris,I don't know... But I don't want to get caught by THOSE people!,narration
Cloud,"Then, let's go!",action
Aeris,"Wait... Wait, I said!",action
Aeris,Puff... wheeze...Slow......down... Don't leave me......,narration
Cloud,Funny... I thought you were cut out to be in SOLDIER?,narration
Aeris,Oh! You're terrible!,narration
Aeris,Hey......Cloud. Were you...ever in SOLDIER?,narration
Cloud,......,narration
Cloud,...I used to be. How did you guess?,narration
Aeris,...Your eyes. They have a strange glow...,narration
Cloud,"That's the sign of those who have been infused with Mako... A mark of SOLDIER. But, how did you know about that?",narration
Aeris,"......Oh, nothing.",narration
Cloud,Nothing...?,narration
Aeris,"Right, nothing!",narration
Aeris,"Come on, let's go! Bodyguard!",action
Aeris,Whew! Finally made it off! Now what...,dialogue
Aeris,My house is over here. Hurry before he comes.,narration
Aeris,"I'm home, mom.",narration
Aeris,This is Cloud. My bodyguard.,narration
Elmyra,Bodyguard......? You mean you were followed again!?,action
Elmyra,"Are you all right!? You're not hurt, are you!?",narration
Aeris,I'm all right. I had Cloud with me.,narration
Elmyra,"Thank you, Cloud.",narration
Aeris,So what are you going to do now?,action
Cloud,...Is Sector 7 far from here? I want to go to Tifa's bar.,action
Aeris,Is Tifa......a girl?,narration
Cloud,Yeah.,narration
Aeris,A girl...friend?,narration
Cloud,Girlfriend?,narration
Aeris,Hee hee hee...... You don't have to get THAT upset...,narration
Aeris,"Oh, how nice.",narration
Aeris,"Well, that's...nice. Let's see, Sector 7? I'll show you the way.",narration
Cloud,You gotta be kidding. Why do you want to put yourself in danger again?,action
Aeris,I'm used to it.,narration
Cloud,Used to it!?,narration
Cloud,"......Well, don't know... getting help from a girl...",narration
Aeris,A girl!! What do you mean by that!?,dialogue
Aeris,"You expect me to just sit by and listen, after hearing you say something like that!?",dialogue
Aeris,Mom! I'm taking Cloud to Sector 7. I'll be back in a while.,narration
Elmyra,"But dear...I give up. You never listen once you've made up your mind. But if you must go,why don't you go tomorrow? It's getting late now.",action
Aeris,"Yeah, you're right, mom.",narration
Elmyra,"Aeris, please go and make the bed.",action
Elmyra,"That glow in your eyes... you're from SOLDIER, right?",narration
Cloud,Yeah. Rather I used to be...,narration
Elmyra,"...... I don't know how to say this, but...Would you please leave here, tonight? Without telling Aeris.",dialogue
Elmyra,SOLDIER...the last thing Aeris needs is to get her feelings hurt again...,narration
Aeris,You need to go through Sector 6 to get to Sector 7. Sector 6 is a little dangerous so you'd better get some rest tonight.,action
Aeris,Cloud... Good night.,action
Cloud,"Oh, man...",narration
Grey text,...seem pretty tired......,narration
Cloud ,.........!?,narration
Grey text,I haven't slept in a bed like this ...in a long time.,narration
Cloud ,"...Oh, yeah.",narration
Grey text,Ever since that time.,narration
Cloud's mother,"My, how you've grown. I'll bet the girls never leave you alone.",narration
Cloud ,...Not really.,narration
Cloud's mother,...I'm worried about you. There are a lot of temptations in the city... I'd feel a lot better if you just settled down and had a nice girlfriend.,narration
Cloud ,...I'm all right.,narration
Cloud's mother,"You should have... an older girlfriend, one that'll take care of you. I think that would be the perfect type for you.",narration
Cloud ,......I'm not interested.,narration
Cloud,...I must've fallen asleep.,narration
Cloud,Sector 7's past Sector 6... I should be all right by myself...,narration
Aeris,Cloud! I thought the Turks came back! Get some rest!,narration
Cloud,Can't get caught this time...,narration
Cloud,Through Sector 6 to get to Sector 7. I should be able to do it alone...,narration
